trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.42, 'e': 0.06254083169574966}",20,11,18.353533904516063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.42, 'e': 0.062228127537270916}",25,8,33.76125478992835,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.42, 'e': 0.06191698689958456}",20,15,10.197561331787469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.42, 'e': 0.061607401965086635}",35,18,-6.880689196187076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
558,False,"{'a': 0.42, 'e': 0.061299364955261205}",35,23,12.159696541520017,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.42, 'e': 0.0609928681304849}",25,12,25.587163838835018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.42, 'e': 0.06068790378983247}",25,14,18.070008850993872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.42, 'e': 0.06038446427088331}",30,19,18.468819941933912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.42, 'e': 0.060082541949528896}",20,6,13.320173901711,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.42, 'e': 0.05978212923978125}",20,8,-20.306169146253918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
564,False,"{'a': 0.42, 'e': 0.05948321859358234}",20,10,18.796079797572585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.42, 'e': 0.05918580250061443}",25,0,24.790401271920448,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
566,False,"{'a': 0.42, 'e': 0.05888987348811136}",25,15,17.618143869790508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.42, 'e': 0.0585954241206708}",25,11,28.63965433293089,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.42, 'e': 0.058302447000067446}",20,7,23.475940251991286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.42, 'e': 0.05801093476506711}",30,0,25.533209729932913,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
570,False,"{'a': 0.42, 'e': 0.05772088009124177}",30,13,18.440566332720934,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.42, 'e': 0.057432275690785566}",20,12,14.498624995612442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.42, 'e': 0.05714511431233164}",20,8,24.629935066383922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.42, 'e': 0.05685938874076998}",25,11,3.7996239315263054,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
574,False,"{'a': 0.42, 'e': 0.05657509179706613}",25,16,18.92397881647191,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.42, 'e': 0.0562922163380808}",20,12,14.462323492782986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.42, 'e': 0.05601075525639039}",20,6,23.171243284350624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.42, 'e': 0.05573070148010844}",20,6,25.358314380068347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.42, 'e': 0.0554520479727079}",20,6,23.061968714065635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.42, 'e': 0.05517478773284436}",20,8,22.694734997033507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.42, 'e': 0.05489891379418013}",25,14,23.595059455353276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.42, 'e': 0.054624419225209234}",20,2,-12.056742297640621,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
582,False,"{'a': 0.42, 'e': 0.05435129712908319}",30,19,16.089632375233982,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.42, 'e': 0.05407954064343777}",25,14,23.71438609783234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.42, 'e': 0.053809142940220586}",30,16,15.165292848476561,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.42, 'e': 0.05354009722551948}",20,6,27.22457443920051,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.42, 'e': 0.05327239673939188}",30,7,38.45398251546518,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.42, 'e': 0.053006034755694924}",20,12,13.345211860570705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.42, 'e': 0.05274100458191645}",35,23,23.922567912090162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.42, 'e': 0.05247729955900687}",25,16,17.47567538108209,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.42, 'e': 0.05221491306121183}",20,3,-12.095679511113557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
591,False,"{'a': 0.42, 'e': 0.05195383849590577}",20,5,23.212026894810087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.42, 'e': 0.051694069303426245}",25,11,23.51081249457706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.42, 'e': 0.051435598956909113}",25,11,24.74294204484689,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.42, 'e': 0.05117842096212456}",25,10,24.587690247050084,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.42, 'e': 0.050922528857313944}",25,15,18.848153276687263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.42, 'e': 0.050667916213027374}",25,15,18.570641155438487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.42, 'e': 0.050414576631962235}",25,13,23.225973604466287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.42, 'e': 0.05016250374880243}",25,7,32.858179555454356,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.42, 'e': 0.04991169123005841}",30,13,33.27666708916764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.42, 'e': 0.049662132773908116}",30,7,32.382821748589464,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.42, 'e': 0.04941382211003858}",25,13,22.61271344879493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.42, 'e': 0.04916675299948838}",25,7,25.541185526699028,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.42, 'e': 0.04892091923449094}",20,12,14.384845154372007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.42, 'e': 0.04867631463831849}",20,6,25.318691828177386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.42, 'e': 0.048432933065126894}",25,13,8.391567335829185,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.42, 'e': 0.04819076839980126}",25,17,12.274677042061743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.42, 'e': 0.047949814557802256}",20,14,10.056181355605487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.42, 'e': 0.04771006548501324}",25,15,18.26937584597542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.42, 'e': 0.04747151515758818}",20,11,6.205349452742617,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.42, 'e': 0.04723415758180024}",25,20,8.677845025154602,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.42, 'e': 0.046997986793891236}",20,6,24.795147067481917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.42, 'e': 0.046762996859921774}",25,14,19.73488123327056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.42, 'e': 0.04652918187562217}",20,16,9.156617758562719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.42, 'e': 0.04629653596624406}",25,8,31.973641425395414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.42, 'e': 0.04606505328641284}",20,15,6.9948467884867815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.42, 'e': 0.04583472801998077}",25,16,18.301618980926076,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.42, 'e': 0.04560555437988087}",20,14,11.916375948464642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.42, 'e': 0.045377526607981465}",25,15,19.06817493354669,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.42, 'e': 0.04515063897494156}",20,9,14.436148943623946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.42, 'e': 0.04492488578006685}",20,10,-25.86878120621201,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
621,False,"{'a': 0.42, 'e': 0.04470026135116652}",35,21,27.11164906186005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.42, 'e': 0.04447676004441068}",20,8,7.352231774399877,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.42, 'e': 0.044254376244188626}",25,0,-53.73401470386069,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
624,False,"{'a': 0.42, 'e': 0.04403310436296768}",35,12,43.447635496603205,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.42, 'e': 0.043812938841152844}",30,16,24.849200987353253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.42, 'e': 0.043593874146947084}",25,18,14.257121614748879,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.42, 'e': 0.043375904776212344}",20,16,4.680469052906612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.42, 'e': 0.043159025252331285}",25,7,32.25827534243658,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.42, 'e': 0.042943230126069626}",25,18,12.618857269496454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.42, 'e': 0.04272851397543928}",30,12,24.15888686858935,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.42, 'e': 0.04251487140556208}",25,8,33.05440240509784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.42, 'e': 0.04230229704853427}",20,0,30.479966414789097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.42, 'e': 0.0420907855632916}",20,6,-16.43759190572794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.42, 'e': 0.041880331635475145}",25,16,15.522494703209519,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.42, 'e': 0.041670929977297766}",20,0,19.915866770717063,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.42, 'e': 0.04146257532741128}",30,24,9.67750256055778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.42, 'e': 0.04125526245077422}",20,15,8.92909486227787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.42, 'e': 0.04104898613852035}",25,19,8.036851124672035,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.42, 'e': 0.040843741207827744}",30,16,-14.706629367597131,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
640,False,"{'a': 0.42, 'e': 0.04063952250178861}",25,16,18.099853464618892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.42, 'e': 0.040436324889279666}",25,2,21.505052491088374,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.42, 'e': 0.040234143264833266}",25,0,37.57702828948962,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
643,False,"{'a': 0.42, 'e': 0.0400329725485091}",25,11,26.180303738590865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.42, 'e': 0.03983280768576655}",35,18,30.67692009455737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.42, 'e': 0.03963364364733772}",25,12,25.975309694515232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.42, 'e': 0.03943547542910103}",25,14,20.343622163087932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.42, 'e': 0.03923829805195553}",25,9,28.225028695260455,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.42, 'e': 0.03904210656169575}",30,18,21.62485310999583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.42, 'e': 0.03884689602888727}",25,13,24.39626262346596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.42, 'e': 0.038652661548742834}",35,12,39.80848366371065,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.42, 'e': 0.03845939824099912}",20,11,18.452467043206955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.42, 'e': 0.03826710124979413}",30,13,26.87002563456789,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.42, 'e': 0.038075765743545154}",25,6,26.238252436191413,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.42, 'e': 0.03788538691482743}",20,16,7.956050030917601,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.42, 'e': 0.03769595998025329}",30,14,16.707840528125516,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.42, 'e': 0.03750748018035202}",20,14,11.767390350556564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.42, 'e': 0.03731994277945026}",30,7,41.38536822061736,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.42, 'e': 0.037133343065553014}",30,7,39.2240975991013,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.42, 'e': 0.03694767635022524}",20,9,8.018136179328069,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.42, 'e': 0.03676293796847412}",25,17,15.138268114405463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.42, 'e': 0.03657912327863175}",30,10,36.08386590096112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.42, 'e': 0.036396227662238594}",25,11,21.90222265695103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.42, 'e': 0.0362142465239274}",25,5,12.610620018785458,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.42, 'e': 0.03603317529130776}",20,5,27.634724298106885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.42, 'e': 0.03585300941485122}",25,11,5.050089716232687,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
666,False,"{'a': 0.42, 'e': 0.03567374436777696}",25,2,21.654396612373084,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.42, 'e': 0.035495375645938076}",25,5,34.738537141977396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.42, 'e': 0.03531789876770839}",25,12,24.979517700736526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.42, 'e': 0.035141309273869846}",25,19,12.658639450125005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.42, 'e': 0.034965602727500496}",25,12,9.461971192953833,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.42, 'e': 0.03479077471386299}",25,6,16.349979215193596,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.42, 'e': 0.03461682084029368}",25,18,12.099724846303682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.42, 'e': 0.03444373673609221}",25,13,22.5999467170054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.42, 'e': 0.03427151805241175}",20,16,6.939870400433492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.42, 'e': 0.03410016046214969}",25,17,13.872234120345214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.42, 'e': 0.03392965965983894}",25,13,-19.841776884096465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
677,False,"{'a': 0.42, 'e': 0.03376001136153975}",20,10,19.75369374258814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.42, 'e': 0.03359121130473205}",20,16,7.697563857236764,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.42, 'e': 0.03342325524820839}",20,8,13.41844459400754,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.42, 'e': 0.033256138971967344}",20,16,9.654022244359446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.42, 'e': 0.03308985827710751}",20,12,13.258371276767573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.42, 'e': 0.03292440898572197}",25,14,19.286697456845516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.42, 'e': 0.03275978694079336}",25,5,33.0610217969926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.42, 'e': 0.03259598800608939}",20,13,12.63779010904567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.42, 'e': 0.03243300806605895}",25,17,15.721330990599235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.42, 'e': 0.032270843025728656}",20,13,12.533948418945998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.42, 'e': 0.03210948881060001}",25,20,7.508415565618596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.42, 'e': 0.03194894136654701}",25,11,24.523001872552175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.42, 'e': 0.031789196659714275}",20,12,17.713419041605903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.42, 'e': 0.0316302506764157}",25,14,20.206267064719476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.42, 'e': 0.031472099423033625}",25,15,21.089835875790417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.42, 'e': 0.031314738925918455}",25,10,25.809971429657697,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.42, 'e': 0.031158165231288865}",30,15,23.528584979933363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.42, 'e': 0.03100237440513242}",20,13,14.432362047841767,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.42, 'e': 0.030847362533106756}",20,12,9.937531569036539,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.42, 'e': 0.030693125720441222}",25,13,22.967492073760457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.42, 'e': 0.030539660091839015}",20,10,21.206436508165595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.42, 'e': 0.03038696179137982}",25,14,23.351487600297226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.42, 'e': 0.030235026982422922}",25,15,18.023593890080402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.42, 'e': 0.030083851847510806}",20,12,-7.098192128022242,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
701,False,"{'a': 0.42, 'e': 0.029933432588273252}",30,11,35.18343816725496,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.42, 'e': 0.029783765425331888}",25,14,23.281731145193213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.42, 'e': 0.029634846598205228}",25,15,21.843420183233846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.42, 'e': 0.0294866723652142}",25,14,17.661289086031108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.42, 'e': 0.02933923900338813}",20,12,-38.01171119344019,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
706,False,"{'a': 0.42, 'e': 0.029192542808371188}",20,3,33.52757673081825,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.42, 'e': 0.02904658009432933}",25,11,23.785599996321018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.42, 'e': 0.028901347193857688}",20,2,27.849410714297363,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.42, 'e': 0.028756840457888396}",25,11,31.29544414723004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.42, 'e': 0.028613056255598956}",20,10,19.311278744589345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.42, 'e': 0.02846999097432096}",30,12,30.293032335219213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.42, 'e': 0.028327641019449356}",20,15,7.937729145548437,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.42, 'e': 0.028186002814352108}",30,20,18.23551442275794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.42, 'e': 0.028045072800280346}",25,13,0.6636717218249237,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
715,False,"{'a': 0.42, 'e': 0.027904847436278947}",25,15,16.5212317316161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.42, 'e': 0.027765323199097552}",20,16,4.420832436911228,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.42, 'e': 0.027626496583102064}",30,20,19.388216144701154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.42, 'e': 0.027488364100186555}",30,18,11.89675806467287,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.42, 'e': 0.02735092227968562}",20,15,8.421676192782723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.42, 'e': 0.02721416766828719}",25,19,13.527412939352702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.42, 'e': 0.027078096829945757}",20,10,17.260506272620848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.42, 'e': 0.026942706345796028}",25,11,23.071485362159184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.42, 'e': 0.026807992814067046}",20,6,21.194172571672794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.42, 'e': 0.026673952849996713}",20,11,15.310069747832339,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.42, 'e': 0.02654058308574673}",20,13,14.748910839930147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.42, 'e': 0.026407880170317994}",30,18,20.306424941046068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.42, 'e': 0.026275840769466402}",20,11,15.482282638954532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.42, 'e': 0.026144461565619073}",20,3,28.736445646006075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.42, 'e': 0.026013739257790977}",30,16,27.844625974939003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.42, 'e': 0.02588367056150202}",20,12,15.455463065277847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.42, 'e': 0.02575425220869451}",25,8,30.74635309309526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.42, 'e': 0.025625480947651037}",20,9,21.093863364532655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.42, 'e': 0.025497353542912785}",20,6,30.090243766990763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.42, 'e': 0.02536986677519822}",25,7,31.08712410744968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.42, 'e': 0.02524301744132223}",20,14,-30.852812317051068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
736,False,"{'a': 0.42, 'e': 0.025116802354115616}",20,14,10.860621631328945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.42, 'e': 0.024991218342345037}",25,17,16.801706230460965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.42, 'e': 0.024866262250633313}",25,16,15.67319053214826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.42, 'e': 0.024741930939380145}",30,22,15.802813870535378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
